	params	train_accuracy	train_sensitivity	train_specificity	train_mcc	validation_accuracy	validation_sensitivity	validation_specificity	validation_mcc
0	{'reg_param': 0}	0.9211297316301418	0.8946272386505623	0.9315068493150684	0.8099252932687625	0.9163477310005468	0.8919925512104283	0.9264705882352942	0.8032296210099149
1	{'reg_param': 0.1}	0.921598499941404	0.8000832986255727	0.9691780821917808	0.8017904785368283	0.9130672498633133	0.7802607076350093	0.968266253869969	0.7856791130589815
2	{'reg_param': 0.2}	0.9184343138403844	0.7767596834652228	0.9739073711676451	0.7934292797824504	0.9092400218698743	0.7579143389199255	0.9721362229102167	0.7760467079686728
3	{'reg_param': 0.3}	0.9163248564397046	0.7692628071636818	0.9739073711676451	0.7879310340541897	0.9081465281574631	0.7523277467411545	0.9729102167182663	0.7733200478091203
4	{'reg_param': 0.4}	0.9139810148833939	0.7630154102457309	0.973091976516634	0.7817956952510613	0.9043193001640241	0.7467411545623837	0.9698142414860681	0.7634677725856985
5	{'reg_param': 0.5}	0.911168405015821	0.7596834652228238	0.9704827136333986	0.7744111626355421	0.9026790595954073	0.7467411545623837	0.9674922600619195	0.7592330163419232
6	{'reg_param': 0.6}	0.9084729872260635	0.7559350270720533	0.9681996086105675	0.767352223051083	0.8972115910333516	0.7430167597765364	0.9613003095975232	0.7452876072480296
7	{'reg_param': 0.7}	0.9061291456697528	0.753436068304873	0.9659165035877365	0.7612392326695715	0.8944778567523237	0.7374301675977654	0.9597523219814241	0.7382934649152736
8	{'reg_param': 0.8}	0.9054259932028594	0.7521865889212828	0.9654272667971298	0.7593992740484555	0.8939311098961181	0.7355679702048417	0.9597523219814241	0.7368778812864654
9	{'reg_param': 0.9}	0.9036681120356264	0.7446897126197418	0.9659165035877365	0.7547117320655244	0.8922908693275013	0.7281191806331471	0.9605263157894737	0.7325963425093763
